PlotCode,Year,Management,Anon_ID,Physiog
CHPL3,2009,Burned,tRuSAL,Forb
CHPL3,2009,Burned,sQtkvp,Forb
CHPL3,2009,Burned,vSGAde,Forb
CHPL3,2009,Burned,YSZXnZ,Forb
CHPL3,2009,Burned,CNMnqz,Forb
CHPL3,2009,Burned,RtxzBP,Forb
CHPL3,2009,Burned,bFVSnr,Forb
CHPL3,2009,Burned,CCYKBr,Forb
CHPL3,2009,Burned,vCBuoK,Forb
CHPL3,2014,Burned,LmRjVr,Forb
CHPL3,2014,Burned,QsZMRL,Forb
CHPL3,2014,Burned,YSZXnZ,Forb
CHPL3,2014,Burned,Mhompu,Forb
CHPL3,2014,Burned,ANiQpz,Forb
CHPL3,2014,Burned,tRuSAL,Forb
CHPL3,2014,Burned,bFVSnr,Forb
CHPL3,2014,Burned,vSGAde,Forb
CHPL3,2014,Burned,vmqBeY,Forb
CHPL3,2014,Burned,CNMnqz,Forb
CHPL3,2014,Burned,CCYKBr,Forb
CHPL3,2014,Burned,vCBuoK,Forb
DAPL1,1987,Burned,pcARmQ,Forb
DAPL1,1987,Burned,uTkbKs,Forb
DAPL1,1987,Burned,KrqaHW,Forb
DAPL1,1987,Burned,PJgnkF,Cryptogam
DAPL1,1987,Burned,WYzxjD,Forb
DAPL1,1987,Burned,LTavLC,Forb
DAPL1,1987,Burned,KpvKxh,Forb
DAPL1,1987,Burned,vSGAde,Forb
DAPL1,1987,Burned,mjRKyq,Forb
DAPL1,1987,Burned,CNMnqz,Forb
DAPL1,1987,Burned,eOvBox,Forb
DAPL1,1987,Burned,VgwiTp,Forb
DAPL1,1987,Burned,CEyihn,Forb
DAPL1,1987,Burned,YSZXnZ,Forb
DAPL1,1987,Burned,nmOnks,Forb
DAPL1,1987,Burned,tDrleT,Forb
DAPL1,1987,Burned,JpwsKR,Forb
DAPL1,1987,Burned,FNXufi,Forb
DAPL1,1987,Burned,VhdpbU,Forb
DAPL1,1987,Burned,TdpIKK,Forb
DAPL1,1987,Burned,bFVSnr,Forb
DAPL1,1987,Burned,hYPSJi,Forb
DAPL1,1987,Burned,hRceps,Forb
DAPL1,1992,Burned,tRuSAL,Forb
DAPL1,1992,Burned,fyfbZM,Forb
DAPL1,1992,Burned,KEqVBB,Grass
DAPL1,1992,Burned,TXPyYK,Forb
DAPL1,1992,Burned,BnrayB,Forb
DAPL1,1992,Burned,uTkbKs,Forb
DAPL1,1992,Burned,IkwfTk,Sedge
DAPL1,1992,Burned,rkgUpY,Grass
DAPL1,1992,Burned,EGXvWl,Forb
DAPL1,1992,Burned,YSmeJt,Forb
DAPL1,1992,Burned,CretiZ,Forb
DAPL1,1992,Burned,dmOdVg,Forb
DAPL1,1992,Burned,YSZXnZ,Forb
DAPL1,1992,Burned,EnijYt,Forb
DAPL1,1992,Burned,CNMnqz,Forb
DAPL1,1992,Burned,vSGAde,Forb
DAPL1,1992,Burned,nmOnks,Forb
DAPL1,1992,Burned,twflQS,Sedge
DAPL1,1992,Burned,UoEbYp,Sedge
DAPL1,1992,Burned,KOUPBZ,Sedge
DAPL1,1992,Burned,KpvKxh,Forb
DAPL1,1992,Burned,WgfmiW,Forb
DAPL1,1992,Burned,UvxZLy,Forb
DAPL1,1992,Burned,eOvBox,Forb
DAPL1,1992,Burned,VhdpbU,Forb
DAPL1,1992,Burned,LTavLC,Forb
DAPL1,1992,Burned,iyIAFo,Forb
DAPL1,1992,Burned,VgwiTp,Forb
DAPL1,1992,Burned,iUhIkm,Herbaceous Vine
DAPL1,1992,Burned,FDijus,Forb
DAPL1,1992,Burned,tDrleT,Forb
DAPL1,1992,Burned,vCBuoK,Forb
DAPL1,1992,Burned,FNXufi,Forb
DAPL1,1992,Burned,hYPSJi,Forb
DAPL1,1992,Burned,bFVSnr,Forb
DAPL1,2000,Burned,dmOdVg,Forb
DAPL1,2000,Burned,JpwsKR,Forb
DAPL1,2000,Burned,IkwfTk,Sedge
DAPL1,2000,Burned,rkgUpY,Grass
DAPL1,2000,Burned,fyfbZM,Forb
DAPL1,2000,Burned,vSGAde,Forb
DAPL1,2000,Burned,EEhjAo,Forb
DAPL1,2000,Burned,VNirNC,Cryptogam
DAPL1,2000,Burned,ZJXWtG,Forb
DAPL1,2000,Burned,UvxZLy,Forb
DAPL1,2000,Burned,NhJuqc,Forb
DAPL1,2000,Burned,uTkbKs,Forb
DAPL1,2000,Burned,CEyihn,Forb
DAPL1,2000,Burned,lDvRgT,Forb
DAPL1,2000,Burned,KOUPBZ,Sedge
DAPL1,2000,Burned,tODwNn,Forb
DAPL1,2000,Burned,vmqBeY,Forb
DAPL1,2000,Burned,dhMewW,Grass
DAPL1,2000,Burned,VhdpbU,Forb
DAPL1,2000,Burned,UoEbYp,Sedge
DAPL1,2000,Burned,CretiZ,Forb
DAPL1,2000,Burned,YSmeJt,Forb
DAPL1,2000,Burned,YSZXnZ,Forb
DAPL1,2000,Burned,LTavLC,Forb
DAPL1,2000,Burned,ANiQpz,Forb
DAPL1,2000,Burned,tRuSAL,Forb
DAPL1,2000,Burned,LmRjVr,Forb
DAPL1,2000,Burned,eOvBox,Forb
DAPL1,2000,Burned,KpvKxh,Forb
DAPL1,2000,Burned,WgfmiW,Forb
DAPL1,2000,Burned,OdbMAZ,Herbaceous Vine
DAPL1,2000,Burned,CNMnqz,Forb
DAPL1,2000,Burned,vCBuoK,Forb
DAPL1,2000,Burned,FNXufi,Forb
DAPL1,2000,Burned,VgwiTp,Forb
DAPL1,2000,Burned,FDijus,Forb
DAPL1,2000,Burned,tDrleT,Forb
DAPL1,2000,Burned,hYPSJi,Forb
DAPL1,2000,Burned,bFVSnr,Forb
DAPL1,2005,Burned,WfgvSM,Forb
DAPL1,2005,Burned,vSGAde,Forb
DAPL1,2005,Burned,tsSSqw,Sedge
DAPL1,2005,Burned,ktCCgT,Sedge
DAPL1,2005,Burned,EGXvWl,Forb
DAPL1,2005,Burned,PoneLm,Grass
DAPL1,2005,Burned,hQzlBD,Grass
DAPL1,2005,Burned,LTavLC,Forb
DAPL1,2005,Burned,tODwNn,Forb
DAPL1,2005,Burned,eMnKnj,Forb
DAPL1,2005,Burned,ZJXWtG,Forb
DAPL1,2005,Burned,KrqaHW,Forb
DAPL1,2005,Burned,CEyihn,Forb
DAPL1,2005,Burned,IkwfTk,Sedge
DAPL1,2005,Burned,gJXWLO,Forb
DAPL1,2005,Burned,ozdBMS,Forb
DAPL1,2005,Burned,tOdoOm,Forb
DAPL1,2005,Burned,PJgnkF,Cryptogam
DAPL1,2005,Burned,lDvRgT,Forb
DAPL1,2005,Burned,hfymeQ,Forb
DAPL1,2005,Burned,WgfmiW,Forb
DAPL1,2005,Burned,ANiQpz,Forb
DAPL1,2005,Burned,WhTYky,Herbaceous Vine
DAPL1,2005,Burned,VhdpbU,Forb
DAPL1,2005,Burned,NhJuqc,Forb
DAPL1,2005,Burned,tRuSAL,Forb
DAPL1,2005,Burned,YSmeJt,Forb
DAPL1,2005,Burned,loCogz,Sedge
DAPL1,2005,Burned,KOUPBZ,Sedge
DAPL1,2005,Burned,vmqBeY,Forb
DAPL1,2005,Burned,EEhjAo,Forb
DAPL1,2005,Burned,CNMnqz,Forb
DAPL1,2005,Burned,dhMewW,Grass
DAPL1,2005,Burned,KpvKxh,Forb
DAPL1,2005,Burned,tylLzY,Herbaceous Vine
DAPL1,2005,Burned,WgfmiW,Forb
DAPL1,2005,Burned,OdbMAZ,Herbaceous Vine
DAPL1,2005,Burned,VgwiTp,Forb
DAPL1,2005,Burned,UoEbYp,Sedge
DAPL1,2005,Burned,YSZXnZ,Forb
DAPL1,2005,Burned,LmRjVr,Forb
DAPL1,2005,Burned,eOvBox,Forb
DAPL1,2005,Burned,vCBuoK,Forb
DAPL1,2005,Burned,FNXufi,Forb
DAPL1,2005,Burned,tDrleT,Forb
DAPL1,2005,Burned,hYPSJi,Forb
DAPL1,2005,Burned,bFVSnr,Forb
DAPL1,2005,Burned,FDijus,Forb
DAPL1,2010,Burned,dmOdVg,Forb
DAPL1,2010,Burned,IkwfTk,Sedge
DAPL1,2010,Burned,hfymeQ,Forb
DAPL1,2010,Burned,vmqBeY,Forb
DAPL1,2010,Burned,PoneLm,Grass
DAPL1,2010,Burned,WgfmiW,Forb
DAPL1,2010,Burned,VgwiTp,Forb
DAPL1,2010,Burned,CEyihn,Forb
DAPL1,2010,Burned,tODwNn,Forb
DAPL1,2010,Burned,loCogz,Sedge
DAPL1,2010,Burned,tsSSqw,Sedge
DAPL1,2010,Burned,ANiQpz,Forb
DAPL1,2010,Burned,CCYKBr,Forb
DAPL1,2010,Burned,WYzxjD,Forb
DAPL1,2010,Burned,PJgnkF,Cryptogam
DAPL1,2010,Burned,uTkbKs,Forb
DAPL1,2010,Burned,tOdoOm,Forb
DAPL1,2010,Burned,LTavLC,Forb
DAPL1,2010,Burned,vSGAde,Forb
DAPL1,2010,Burned,dhMewW,Grass
DAPL1,2010,Burned,VhdpbU,Forb
DAPL1,2010,Burned,KOUPBZ,Sedge
DAPL1,2010,Burned,NhJuqc,Forb
DAPL1,2010,Burned,eOvBox,Forb
DAPL1,2010,Burned,KpvKxh,Forb
DAPL1,2010,Burned,EEhjAo,Forb
DAPL1,2010,Burned,UvxZLy,Forb
DAPL1,2010,Burned,YSZXnZ,Forb
DAPL1,2010,Burned,OdbMAZ,Herbaceous Vine
DAPL1,2010,Burned,eMnKnj,Forb
DAPL1,2010,Burned,LmRjVr,Forb
DAPL1,2010,Burned,YSmeJt,Forb
DAPL1,2010,Burned,lDvRgT,Forb
DAPL1,2010,Burned,FDijus,Forb
DAPL1,2010,Burned,FNXufi,Forb
DAPL1,2010,Burned,tDrleT,Forb
DAPL1,2010,Burned,vCBuoK,Forb
DAPL1,2010,Burned,bFVSnr,Forb
DAPL1,2010,Burned,hYPSJi,Forb
DAPL1,2015,Burned,UvxZLy,Forb
DAPL1,2015,Burned,tOdoOm,Forb
DAPL1,2015,Burned,DGUUwy,Grass
DAPL1,2015,Burned,UoEbYp,Sedge
DAPL1,2015,Burned,loCogz,Sedge
DAPL1,2015,Burned,PJgnkF,Cryptogam
DAPL1,2015,Burned,tRuSAL,Forb
DAPL1,2015,Burned,YSZXnZ,Forb
DAPL1,2015,Burned,WYzxjD,Forb
DAPL1,2015,Burned,WhTYky,Herbaceous Vine
DAPL1,2015,Burned,KrqaHW,Forb
DAPL1,2015,Burned,VgwiTp,Forb
DAPL1,2015,Burned,NhJuqc,Forb
DAPL1,2015,Burned,FNXufi,Forb
DAPL1,2015,Burned,LTavLC,Forb
DAPL1,2015,Burned,WgfmiW,Forb
DAPL1,2015,Burned,dhMewW,Grass
DAPL1,2015,Burned,KpvKxh,Forb
DAPL1,2015,Burned,YSmeJt,Forb
DAPL1,2015,Burned,tylLzY,Herbaceous Vine
DAPL1,2015,Burned,EEhjAo,Forb
DAPL1,2015,Burned,eMnKnj,Forb
DAPL1,2015,Burned,vSGAde,Forb
DAPL1,2015,Burned,eOvBox,Forb
DAPL1,2015,Burned,VhdpbU,Forb
DAPL1,2015,Burned,KOUPBZ,Sedge
DAPL1,2015,Burned,OdbMAZ,Herbaceous Vine
DAPL1,2015,Burned,ANiQpz,Forb
DAPL1,2015,Burned,LmRjVr,Forb
DAPL1,2015,Burned,bFVSnr,Forb
DAPL1,2015,Burned,FDijus,Forb
DAPL1,2015,Burned,tDrleT,Forb
DAPL1,2015,Burned,lDvRgT,Forb
DAPL1,2015,Burned,vCBuoK,Forb
DAPL1,2015,Burned,hYPSJi,Forb
FBPL2,1987,NotBurned,dmOdVg,Forb
FBPL2,1987,NotBurned,HbpGie,Forb
FBPL2,1987,NotBurned,KOUPBZ,Sedge
FBPL2,1987,NotBurned,vCBuoK,Forb
FBPL2,1987,NotBurned,eOvBox,Forb
FBPL2,1987,NotBurned,YSZXnZ,Forb
FBPL2,1987,NotBurned,CCYKBr,Forb
FBPL2,1987,NotBurned,Mhompu,Forb
FBPL2,1987,NotBurned,LmRjVr,Forb
FBPL2,1987,NotBurned,GVokUF,Forb
FBPL2,1987,NotBurned,LTavLC,Forb
FBPL2,1987,NotBurned,tDrleT,Forb
FBPL2,1987,NotBurned,CNMnqz,Forb
FBPL2,1987,NotBurned,KrqaHW,Forb
FBPL2,1987,NotBurned,bFVSnr,Forb
FBPL2,1987,NotBurned,CretiZ,Forb
FBPL2,1987,NotBurned,NhJuqc,Forb
FBPL2,1987,NotBurned,pcARmQ,Forb
FBPL2,1987,NotBurned,bQrBrh,Forb
FBPL2,1987,NotBurned,nmOnks,Forb
FBPL2,1987,NotBurned,hRceps,Forb
FBPL2,1987,NotBurned,sWfNhY,Forb
FBPL2,1994,NotBurned,sWfNhY,Forb
FBPL2,1994,NotBurned,CCYKBr,Forb
FBPL2,1994,NotBurned,VgwiTp,Forb
FBPL2,1994,NotBurned,AiRoBj,Sedge
FBPL2,1994,NotBurned,WgfmiW,Forb
FBPL2,1994,NotBurned,tOdoOm,Forb
FBPL2,1994,NotBurned,iUhIkm,Herbaceous Vine
FBPL2,1994,NotBurned,KOUPBZ,Sedge
FBPL2,1994,NotBurned,CNMnqz,Forb
FBPL2,1994,NotBurned,zNdnky,Forb
FBPL2,1994,NotBurned,bQrBrh,Forb
FBPL2,1994,NotBurned,hYPSJi,Forb
FBPL2,1994,NotBurned,bFVSnr,Forb
FBPL2,1994,NotBurned,vCBuoK,Forb
FBPL2,1999,NotBurned,PJgnkF,Cryptogam
FBPL2,1999,NotBurned,CNMnqz,Forb
FBPL2,1999,NotBurned,tOdoOm,Forb
FBPL2,1999,NotBurned,VgwiTp,Forb
FBPL2,1999,NotBurned,WgfmiW,Forb
FBPL2,1999,NotBurned,uTkbKs,Forb
FBPL2,1999,NotBurned,DWjuyk,Forb
FBPL2,1999,NotBurned,UoEbYp,Sedge
FBPL2,1999,NotBurned,twflQS,Sedge
FBPL2,1999,NotBurned,KOUPBZ,Sedge
FBPL2,1999,NotBurned,tsSSqw,Sedge
FBPL2,1999,NotBurned,hYPSJi,Forb
FBPL2,1999,NotBurned,KpvKxh,Forb
FBPL2,1999,NotBurned,CretiZ,Forb
FBPL2,1999,NotBurned,CCYKBr,Forb
FBPL2,1999,NotBurned,bFVSnr,Forb
FBPL2,1999,NotBurned,NhJuqc,Forb
FBPL2,1999,NotBurned,vCBuoK,Forb
FBPL2,1999,NotBurned,bQrBrh,Forb
FBPL2,2004,NotBurned,twflQS,Sedge
FBPL2,2004,NotBurned,tsSSqw,Sedge
FBPL2,2004,NotBurned,CNMnqz,Forb
FBPL2,2004,NotBurned,bFVSnr,Forb
FBPL2,2004,NotBurned,DWjuyk,Forb
FBPL2,2004,NotBurned,KrqaHW,Forb
FBPL2,2004,NotBurned,Ibnzna,Forb
FBPL2,2004,NotBurned,hYPSJi,Forb
FBPL2,2004,NotBurned,NhJuqc,Forb
FBPL2,2004,NotBurned,CCYKBr,Forb
FBPL2,2004,NotBurned,tOdoOm,Forb
FBPL2,2004,NotBurned,KOUPBZ,Sedge
FBPL2,2004,NotBurned,bQrBrh,Forb
FBPL2,2004,NotBurned,vCBuoK,Forb
FBPL2,2009,NotBurned,OdbMAZ,Herbaceous Vine
FBPL2,2009,NotBurned,AiRoBj,Sedge
FBPL2,2009,NotBurned,dhMewW,Grass
FBPL2,2009,NotBurned,KpvKxh,Forb
FBPL2,2009,NotBurned,tsSSqw,Sedge
FBPL2,2009,NotBurned,KOUPBZ,Sedge
FBPL2,2009,NotBurned,twflQS,Sedge
FBPL2,2009,NotBurned,bFVSnr,Forb
FBPL2,2009,NotBurned,NhJuqc,Forb
FBPL2,2009,NotBurned,vCBuoK,Forb
FBPL2,2014,NotBurned,LTavLC,Forb
FBPL2,2014,NotBurned,FNXufi,Forb
FBPL2,2014,NotBurned,dhMewW,Grass
FBPL2,2014,NotBurned,CretiZ,Forb
FBPL2,2014,NotBurned,bQrBrh,Forb
FBPL2,2014,NotBurned,YSZXnZ,Forb
FBPL2,2014,NotBurned,tsSSqw,Sedge
FBPL2,2014,NotBurned,pcARmQ,Forb
FBPL2,2014,NotBurned,NhJuqc,Forb
FBPL2,2014,NotBurned,KOUPBZ,Sedge
FBPL2,2014,NotBurned,twflQS,Sedge
FBPL2,2014,NotBurned,IkwfTk,Sedge
FBPL2,2014,NotBurned,vCBuoK,Forb
FIPL1,1992,Burned,PIvhAf,Forb
FIPL1,1992,Burned,sAaLNf,Forb
FIPL1,1992,Burned,dvlehd,Forb
FIPL1,1992,Burned,tsSSqw,Sedge
FIPL1,1992,Burned,ULFcHl,Grass
FIPL1,1992,Burned,RtxzBP,Forb
FIPL1,1992,Burned,YSZXnZ,Forb
FIPL1,1992,Burned,tOdoOm,Forb
FIPL1,1992,Burned,CNMnqz,Forb
FIPL1,1992,Burned,vSGAde,Forb
FIPL1,1992,Burned,uTkbKs,Forb
FIPL1,1992,Burned,WhTYky,Herbaceous Vine
FIPL1,1992,Burned,hYPSJi,Forb
FIPL1,1992,Burned,vCBuoK,Forb
FIPL1,1992,Burned,bFVSnr,Forb
FIPL1,1992,Burned,CCYKBr,Forb
FIPL1,1997,Burned,OdbMAZ,Herbaceous Vine
FIPL1,1997,Burned,PIvhAf,Forb
FIPL1,1997,Burned,WgfmiW,Forb
FIPL1,1997,Burned,eMnKnj,Forb
FIPL1,1997,Burned,iyIAFo,Forb
FIPL1,1997,Burned,zRFgAJ,Forb
FIPL1,1997,Burned,bFVSnr,Forb
FIPL1,1997,Burned,VgwiTp,Forb
FIPL1,1997,Burned,CretiZ,Forb
FIPL1,1997,Burned,UoEbYp,Sedge
FIPL1,1997,Burned,WhTYky,Herbaceous Vine
FIPL1,1997,Burned,vmqBeY,Forb
FIPL1,1997,Burned,sWfNhY,Forb
FIPL1,1997,Burned,tOdoOm,Forb
FIPL1,1997,Burned,YSZXnZ,Forb
FIPL1,1997,Burned,hYPSJi,Forb
FIPL1,1997,Burned,fOVplP,Forb
FIPL1,1997,Burned,IkwfTk,Sedge
FIPL1,1997,Burned,vCBuoK,Forb
FIPL1,1997,Burned,CNMnqz,Forb
FIPL1,1997,Burned,vSGAde,Forb
FIPL1,1997,Burned,CCYKBr,Forb
FIPL1,2002,Burned,OdbMAZ,Herbaceous Vine
FIPL1,2002,Burned,PIvhAf,Forb
FIPL1,2002,Burned,sWfNhY,Forb
FIPL1,2002,Burned,PoneLm,Grass
FIPL1,2002,Burned,CretiZ,Forb
FIPL1,2002,Burned,llWGWV,Sedge
FIPL1,2002,Burned,JFZJAG,Sedge
FIPL1,2002,Burned,WhTYky,Herbaceous Vine
FIPL1,2002,Burned,uTkbKs,Forb
FIPL1,2002,Burned,tOdoOm,Forb
FIPL1,2002,Burned,vmqBeY,Forb
FIPL1,2002,Burned,NhJuqc,Forb
FIPL1,2002,Burned,YSmeJt,Forb
FIPL1,2002,Burned,LmRjVr,Forb
FIPL1,2002,Burned,WgfmiW,Forb
FIPL1,2002,Burned,VgwiTp,Forb
FIPL1,2002,Burned,YSZXnZ,Forb
FIPL1,2002,Burned,bFVSnr,Forb
FIPL1,2002,Burned,GVokUF,Forb
FIPL1,2002,Burned,UoEbYp,Sedge
FIPL1,2002,Burned,AiRoBj,Sedge
FIPL1,2002,Burned,DGUUwy,Grass
FIPL1,2002,Burned,eMnKnj,Forb
FIPL1,2002,Burned,RtxzBP,Forb
FIPL1,2002,Burned,vCBuoK,Forb
FIPL1,2002,Burned,IkwfTk,Sedge
FIPL1,2002,Burned,vSGAde,Forb
FIPL1,2002,Burned,hYPSJi,Forb
FIPL1,2002,Burned,CNMnqz,Forb
FIPL1,2002,Burned,CCYKBr,Forb
FIPL1,2007,Burned,OdbMAZ,Herbaceous Vine
FIPL1,2007,Burned,ULFcHl,Grass
FIPL1,2007,Burned,UvxZLy,Forb
FIPL1,2007,Burned,fOVplP,Forb
FIPL1,2007,Burned,CretiZ,Forb
FIPL1,2007,Burned,eMnKnj,Forb
FIPL1,2007,Burned,oZUmwb,Grass
FIPL1,2007,Burned,WgfmiW,Forb
FIPL1,2007,Burned,YSZXnZ,Forb
FIPL1,2007,Burned,YSmeJt,Forb
FIPL1,2007,Burned,LmRjVr,Forb
FIPL1,2007,Burned,tsSSqw,Sedge
FIPL1,2007,Burned,NhJuqc,Forb
FIPL1,2007,Burned,tRuSAL,Forb
FIPL1,2007,Burned,DGUUwy,Grass
FIPL1,2007,Burned,KpvKxh,Forb
FIPL1,2007,Burned,QsZMRL,Forb
FIPL1,2007,Burned,uTkbKs,Forb
FIPL1,2007,Burned,GVokUF,Forb
FIPL1,2007,Burned,IkwfTk,Sedge
FIPL1,2007,Burned,tOdoOm,Forb
FIPL1,2007,Burned,VgwiTp,Forb
FIPL1,2007,Burned,llWGWV,Sedge
FIPL1,2007,Burned,hYPSJi,Forb
FIPL1,2007,Burned,PoneLm,Grass
FIPL1,2007,Burned,CCYKBr,Forb
FIPL1,2007,Burned,WgfmiW,Forb
FIPL1,2007,Burned,vSGAde,Forb
FIPL1,2007,Burned,CNMnqz,Forb
FIPL1,2007,Burned,vCBuoK,Forb
FIPL1,2007,Burned,vmqBeY,Forb
FIPL1,2012,Burned,pcARmQ,Forb
FIPL1,2012,Burned,rDwcyi,Grass
FIPL1,2012,Burned,hYPSJi,Forb
FIPL1,2012,Burned,fOVplP,Forb
FIPL1,2012,Burned,YSZXnZ,Forb
FIPL1,2012,Burned,tDrleT,Forb
FIPL1,2012,Burned,dvlehd,Forb
FIPL1,2012,Burned,PIvhAf,Forb
FIPL1,2012,Burned,UoEbYp,Sedge
FIPL1,2012,Burned,llWGWV,Sedge
FIPL1,2012,Burned,dVqJiJ,Grass
FIPL1,2012,Burned,ANiQpz,Forb
FIPL1,2012,Burned,WgfmiW,Forb
FIPL1,2012,Burned,LmRjVr,Forb
FIPL1,2012,Burned,bQrBrh,Forb
FIPL1,2012,Burned,ULFcHl,Grass
FIPL1,2012,Burned,tRuSAL,Forb
FIPL1,2012,Burned,NhJuqc,Forb
FIPL1,2012,Burned,YSmeJt,Forb
FIPL1,2012,Burned,uTkbKs,Forb
FIPL1,2012,Burned,DGUUwy,Grass
FIPL1,2012,Burned,PoneLm,Grass
FIPL1,2012,Burned,tOdoOm,Forb
FIPL1,2012,Burned,vSGAde,Forb
FIPL1,2012,Burned,OdbMAZ,Herbaceous Vine
FIPL1,2012,Burned,IkwfTk,Sedge
FIPL1,2012,Burned,eMnKnj,Forb
FIPL1,2012,Burned,VgwiTp,Forb
FIPL1,2012,Burned,GVokUF,Forb
FIPL1,2012,Burned,CNMnqz,Forb
FIPL1,2012,Burned,vCBuoK,Forb
FIPL1,2012,Burned,vmqBeY,Forb
FIPL1,2012,Burned,CCYKBr,Forb
FIPL2,1992,Burned,vCBuoK,Forb
FIPL2,1992,Burned,nmOnks,Forb
FIPL2,1992,Burned,CNMnqz,Forb
FIPL2,1992,Burned,YSZXnZ,Forb
FIPL2,1992,Burned,KpvKxh,Forb
FIPL2,1992,Burned,twflQS,Sedge
FIPL2,1992,Burned,CCYKBr,Forb
FIPL2,1992,Burned,tsSSqw,Sedge
FIPL2,1992,Burned,tOdoOm,Forb
FIPL2,1992,Burned,vSGAde,Forb
FIPL2,1992,Burned,NhJuqc,Forb
FIPL2,1992,Burned,hYPSJi,Forb
FIPL2,1992,Burned,uTkbKs,Forb
FIPL2,1992,Burned,bFVSnr,Forb
FIPL2,1997,Burned,pcARmQ,Forb
FIPL2,1997,Burned,OdbMAZ,Herbaceous Vine
FIPL2,1997,Burned,pGfBUN,Forb
FIPL2,1997,Burned,WgfmiW,Forb
FIPL2,1997,Burned,VgwiTp,Forb
FIPL2,1997,Burned,DGUUwy,Grass
FIPL2,1997,Burned,YSmeJt,Forb
FIPL2,1997,Burned,iyIAFo,Forb
FIPL2,1997,Burned,KpvKxh,Forb
FIPL2,1997,Burned,UoEbYp,Sedge
FIPL2,1997,Burned,sWfNhY,Forb
FIPL2,1997,Burned,ANiQpz,Forb
FIPL2,1997,Burned,vCBuoK,Forb
FIPL2,1997,Burned,YSZXnZ,Forb
FIPL2,1997,Burned,hYPSJi,Forb
FIPL2,1997,Burned,fOVplP,Forb
FIPL2,1997,Burned,CNMnqz,Forb
FIPL2,1997,Burned,bFVSnr,Forb
FIPL2,1997,Burned,vSGAde,Forb
FIPL2,1997,Burned,tOdoOm,Forb
FIPL2,1997,Burned,CCYKBr,Forb
FIPL2,2002,Burned,dVqJiJ,Grass
FIPL2,2002,Burned,PoneLm,Grass
FIPL2,2002,Burned,WgfmiW,Forb
FIPL2,2002,Burned,iyIAFo,Forb
FIPL2,2002,Burned,UoEbYp,Sedge
FIPL2,2002,Burned,AiRoBj,Sedge
FIPL2,2002,Burned,JFZJAG,Sedge
FIPL2,2002,Burned,FNXufi,Forb
FIPL2,2002,Burned,LmRjVr,Forb
FIPL2,2002,Burned,PIvhAf,Forb
FIPL2,2002,Burned,IkwfTk,Sedge
FIPL2,2002,Burned,DGUUwy,Grass
FIPL2,2002,Burned,YSZXnZ,Forb
FIPL2,2002,Burned,bFVSnr,Forb
FIPL2,2002,Burned,KpvKxh,Forb
FIPL2,2002,Burned,vSGAde,Forb
FIPL2,2002,Burned,tOdoOm,Forb
FIPL2,2002,Burned,VgwiTp,Forb
FIPL2,2002,Burned,uTkbKs,Forb
FIPL2,2002,Burned,vmqBeY,Forb
FIPL2,2002,Burned,twflQS,Sedge
FIPL2,2002,Burned,vCBuoK,Forb
FIPL2,2002,Burned,eMnKnj,Forb
FIPL2,2002,Burned,CNMnqz,Forb
FIPL2,2002,Burned,CCYKBr,Forb
FIPL2,2007,Burned,pcARmQ,Forb
FIPL2,2007,Burned,PIvhAf,Forb
FIPL2,2007,Burned,PoneLm,Grass
FIPL2,2007,Burned,bFVSnr,Forb
FIPL2,2007,Burned,VgwiTp,Forb
FIPL2,2007,Burned,OdbMAZ,Herbaceous Vine
FIPL2,2007,Burned,vSGAde,Forb
FIPL2,2007,Burned,IQtUPb,Forb
FIPL2,2007,Burned,JFZJAG,Sedge
FIPL2,2007,Burned,eMnKnj,Forb
FIPL2,2007,Burned,WgfmiW,Forb
FIPL2,2007,Burned,tOdoOm,Forb
FIPL2,2007,Burned,hYPSJi,Forb
FIPL2,2007,Burned,DGUUwy,Grass
FIPL2,2007,Burned,uTkbKs,Forb
FIPL2,2007,Burned,twflQS,Sedge
FIPL2,2007,Burned,CCYKBr,Forb
FIPL2,2007,Burned,vmqBeY,Forb
FIPL2,2007,Burned,CNMnqz,Forb
FIPL2,2007,Burned,vCBuoK,Forb
FIPL2,2012,Burned,OdbMAZ,Herbaceous Vine
FIPL2,2012,Burned,hYPSJi,Forb
FIPL2,2012,Burned,PoneLm,Grass
FIPL2,2012,Burned,LmRjVr,Forb
FIPL2,2012,Burned,eMnKnj,Forb
FIPL2,2012,Burned,KpvKxh,Forb
FIPL2,2012,Burned,fOVplP,Forb
FIPL2,2012,Burned,tOdoOm,Forb
FIPL2,2012,Burned,VgwiTp,Forb
FIPL2,2012,Burned,DGUUwy,Grass
FIPL2,2012,Burned,vSGAde,Forb
FIPL2,2012,Burned,CNMnqz,Forb
FIPL2,2012,Burned,twflQS,Sedge
FIPL2,2012,Burned,vCBuoK,Forb
FIPL2,2012,Burned,vmqBeY,Forb
FIPL2,2012,Burned,CCYKBr,Forb
GOPL1,1987,NotBurned,pcARmQ,Forb
GOPL1,1987,NotBurned,CNMnqz,Forb
GOPL1,1987,NotBurned,CCYKBr,Forb
GOPL1,1987,NotBurned,bWTZGh,Forb
GOPL1,1987,NotBurned,hYPSJi,Forb
GOPL1,1987,NotBurned,vSGAde,Forb
GOPL1,1987,NotBurned,bFVSnr,Forb
GOPL1,1987,NotBurned,RtxzBP,Forb
GOPL1,1987,NotBurned,CretiZ,Forb
